Species,Song,Locality,Population,Date,Duet (Y/N),Num of male elements,Num of female elements,Num of male elements overlapped by female elements,Time male start (s),Time male ends (s),Time female start (s),Time female ends (s),Delta_male_female,Male measurements (Y/N),Male measurement order,Female measurements (Y/N),Female Measurement order,Cicadas (Y/N),Cicada min freq,Cicada max freq,Notes,Original_measurer
Artisornis moreaui,artisornis.sousae_nov082016_mountchitagal_gj_a_0.46,Mount Chitagal Individual 4,Njesi,8-Nov-16,N,4,0,0,0.17,,,,,Y,"1,2,3,4",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov082016_mountchitagal_gj_a_0.49,Mount Chitagal Individual 4,Njesi,8-Nov-16,N,3,0,0,0.148,,,,,Y,1,N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov082016_mountchitagal_gj_a_0.52,Mount Chitagal Individual 4,Njesi,8-Nov-16,N,2,0,0,0.234,,,,,Y,"1,2",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov082016_mountchitagal_gj_a_0.56,Mount Chitagal Individual 4,Njesi,8-Nov-16,N,3,0,0,0.076,,,,,Y,"1,2,3",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov082016_mountchitagal_gj_a_1.00,Mount Chitagal Individual 4,Njesi,8-Nov-16,N,2,0,0,0.008,,,,,Y,"1,2",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov082016_mountchitagal_gj_a_1.05,Mount Chitagal Individual 4,Njesi,8-Nov-16,N,3,0,0,0.177,,,,,Y,"1,2,3",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov082016_mountchitagal_gj_a_1.07,Mount Chitagal Individual 4,Njesi,8-Nov-16,N,3,0,0,0.461,,,,,Y,"1,2,3",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov082016_mountchitagal_gj_a_1.09,Mount Chitagal Individual 4,Njesi,8-Nov-16,N,3,0,0,0.221,,,,,Y,"1,2,3",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov082016_mountchitagal_gj_a_1.15,Mount Chitagal Individual 4,Njesi,8-Nov-16,N,2,0,0,0.181,,,,,Y,"1,2",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov082016_mountchitagal_gj_b_0.17,Mount Chitagal Individual 4,Njesi,8-Nov-16,N,6,0,0,0.218,,,,,Y,"1,2,3,4,5,6",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov082016_mountchitagal_gj_b_0.32,Mount Chitagal Individual 4,Njesi,8-Nov-16,N,5,0,0,0.196,,,,,Y,"1,2,3,4,5",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov082016_mountchitagal_sj_a_0.10,Mount Chitagal,Njesi,8-Nov-16,N,6,0,0,0.555,,,,,Y,"1,2,3,4,5,6",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov082016_mountchitagal_sj_a_0.24,Mount Chitagal,Njesi,8-Nov-16,N,5,0,0,0.748,,,,,Y,"1,2,3,4,5",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov102016_mountchitagal_sj_a_0.00,"Upper forest, Mount Chitagal",Njesi,10-Nov-16,N,6,0,0,0,,,,,Y,"1,2,3,4,5,6",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov102016_mountchitagal_sj_a_0.05,"Upper forest, Mount Chitagal",Njesi,10-Nov-16,N,12,0,0,0.552,,,,,Y,"1,2,3,4,5,6,7,8,9,10,11,12",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov102016_mountchitagal_sj_b_0.02,"2nd pair upper forest, Mount Chitagal",Njesi,10-Nov-16,N,7,0,0,0.451,,,,,Y,"1,2,3,4,5,6,7",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov102016_mountchitagal_sj_b_0.07,"2nd pair upper forest, Mount Chitagal",Njesi,10-Nov-16,N,6,0,0,0.438,,,,,Y,"1,2,3,4,5,6",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov102016_mountchitagal_sj_b_0.21,"2nd pair upper forest, Mount Chitagal",Njesi,10-Nov-16,N,9,0,0,0.464,,,,,Y,"1,2,3,4,5,6,7,8,9",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov102016_mountchitagal_sj_b_0.28,"2nd pair upper forest, Mount Chitagal",Njesi,10-Nov-16,N,7,0,0,0.397,,,,,Y,"1,2,3,4,5,6,7",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov102016_mountchitagal_sj_b_0.36,"2nd pair upper forest, Mount Chitagal",Njesi,10-Nov-16,N,6,0,0,0.253,,,,,Y,"1,2,3,4,5,6",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_a_0.00,Mount Chitagal Individual 5,Njesi,11-Nov-16,N,6,0,0,0.108,,,,,Y,"1,2,4,5,6",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_a_0.06,Mount Chitagal Individual 5,Njesi,11-Nov-16,N,6,0,0,0.281,,,,,Y,"1,2,3,4,5,6",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_a_0.10,Mount Chitagal Individual 5,Njesi,11-Nov-16,N,5,0,0,0.177,,,,,Y,"1,2,3,4,5",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_a_0.14,Mount Chitagal Individual 5,Njesi,11-Nov-16,N,5,0,0,0.239,,,,,Y,"1,2,3,4,5",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_a_0.20,Mount Chitagal Individual 5,Njesi,11-Nov-16,N,6,0,0,0.052,,,,,Y,"1,2,3,4,5,6",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_a_0.25,Mount Chitagal Individual 5,Njesi,11-Nov-16,N,6,0,0,0.163,,,,,Y,"1,2,3,4,5,6",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_a_0.29,Mount Chitagal Individual 5,Njesi,11-Nov-16,N,5,0,0,0.248,,,,,Y,"1,2,3,4,5",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_a_0.34,Mount Chitagal Individual 5,Njesi,11-Nov-16,N,4,0,0,0.225,,,,,Y,"1,2,3,4",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_a_0.39,Mount Chitagal Individual 5,Njesi,11-Nov-16,N,5,0,0,0.206,,,,,Y,"1,2,3,4,5",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_a_0.44,Mount Chitagal Individual 5,Njesi,11-Nov-16,N,4,0,0,0.158,,,,,Y,"1,2,3,4",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_a_0.48,Mount Chitagal Individual 5,Njesi,11-Nov-16,N,4,0,0,0.253,,,,,Y,"1,2,3,4",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_a_0.53,Mount Chitagal Individual 5,Njesi,11-Nov-16,N,5,0,0,0.279,,,,,Y,"1,2,3,4,5",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_b_0.00,Mount Chitagal Individual 6,Njesi,11-Nov-16,N,5,0,0,0.386,,,,,Y,"1,2,3,4,5",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_b_0.04,Mount Chitagal Individual 6,Njesi,11-Nov-16,N,5,0,0,0.362,,,,,Y,"1,2,3,4,5",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_b_0.08,Mount Chitagal Individual 6,Njesi,11-Nov-16,N,4,0,0,0.252,,,,,Y,"1,2,3,4",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_b_0.12,Mount Chitagal Individual 6,Njesi,11-Nov-16,N,5,0,0,0.249,,,,,Y,"1,2,3,4,5",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_b_0.16,Mount Chitagal Individual 6,Njesi,11-Nov-16,N,4,0,0,0.276,,,,,Y,"1,2,3,4",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_b_0.20,Mount Chitagal Individual 4,Njesi,11-Nov-16,N,4,0,0,0.264,,,,,Y,"1,2,3,4",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_b_0.26,Mount Chitagal Individual 6,Njesi,11-Nov-16,N,3,0,0,0.286,,,,,Y,"1,2,3",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_c_0.21,Mount Chitagal Individual 6,Njesi,11-Nov-16,N,5,0,0,0.283,,,,,Y,"1,2,3,4,5",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_c_0.37,Mount Chitagal Individual 6,Njesi,11-Nov-16,N,4,0,0,,,,,,Y,"1,2,3",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_d_0.09,Mount Chitagal Individual 6,Njesi,11-Nov-16,N,9,0,0,0.197,,,,,Y,"1,3,4,5,6,7,8,9",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_d_0.14,Mount Chitagal Individual 6,Njesi,11-Nov-16,N,7,0,0,0.343,,,,,Y,"1,3,4,5,6,7",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_d_0.19,Mount Chitagal Individual 6,Njesi,11-Nov-16,N,6,0,0,0.187,,,,,Y,"1,2,3,4,5,6",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_e_0.02,Mount Chitagal Individual 6,Njesi,11-Nov-16,N,3,0,0,0.199,,,,,Y,"1,2,3",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_e_0.05,Mount Chitagal Individual 6,Njesi,11-Nov-16,N,6,0,0,,,,,,Y,"2,3,4,5,6",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_e_0.13,Mount Chitagal Individual 6,Njesi,11-Nov-16,N,4,0,0,0.266,,,,,Y,"1,2,3,4",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_e_0.16,Mount Chitagal Individual 6,Njesi,11-Nov-16,N,4,0,0,0.236,,,,,Y,"1,2,3,4",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_e_0.20,Mount Chitagal Individual 6,Njesi,11-Nov-16,N,4,0,0,0.186,,,,,Y,"1,2,3,4",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_e_0.27,Mount Chitagal Individual 6,Njesi,11-Nov-16,N,4,0,0,0.176,,,,,Y,"1,2,3,4",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_e_0.32,Mount Chitagal Individual 6,Njesi,11-Nov-16,N,4,0,0,0.223,,,,,Y,"1,2,3,4",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_e_0.36,Mount Chitagal Individual 6,Njesi,11-Nov-16,N,4,0,0,0.166,,,,,Y,"1,2,3,4",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_e_0.40,Mount Chitagal Individual 6,Njesi,11-Nov-16,N,3,0,0,0.195,,,,,Y,"1,2,3",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov112016_mountchitagal_gj_e_0.46,Mount Chitagal Individual 6,Njesi,11-Nov-16,N,2,0,0,0.111,,,,,Y,"1,2",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov142016_sanga_gj_a_0.01,Mount Sanga Individual 3,Njesi,14-Nov-16,N,4,0,0,0.203,,,,,Y,"1,2,3,4",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov142016_sanga_gj_a_0.04,Mount Sanga Individual 3,Njesi,14-Nov-16,N,5,0,0,0.354,,,,,Y,"2,3,4,5",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov142016_sanga_gj_a_0.08,Mount Sanga Individual 3,Njesi,14-Nov-16,N,5,0,0,0.127,,,,,Y,"1,2,3,4,5",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov142016_sanga_gj_a_0.12,Mount Sanga Individual 3,Njesi,14-Nov-16,N,5,0,0,0.212,,,,,Y,"1,2,3,4,5",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_gj_a_0.05,Mount Sanga Individual 4,Njesi,18-Nov-16,N,4,0,0,0.178,,,,,Y,"1,2,3,4",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_gj_a_0.10,Mount Sanga Individual 4,Njesi,18-Nov-16,N,4,0,0,0.051,,,,,Y,"1,2,3,4",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_gj_a_0.22,Mount Sanga Individual 4,Njesi,18-Nov-16,N,2,0,0,0.171,,,,,Y,"1,2",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_gj_a_0.35,Mount Sanga Individual 4,Njesi,18-Nov-16,N,0,6,0,,,0.119,,,N,NA,Y,"1,2,3,4,5,6",,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_gj_b_0.18,Mount Sanga Individual 5,Njesi,18-Nov-16,N,7,0,0,0.074,,,,,Y,"1,2,3,4,5,6",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_gj_b_0.26,Mount Sanga Individual 5,Njesi,18-Nov-16,N,7,0,0,0.144,,,,,Y,"1,2,3,4,5,6,7",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_gj_b_0.29,Mount Sanga Individual 5,Njesi,18-Nov-16,N,7,0,0,0.19,,,,,Y,"2,3,7",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_gj_b_0.38,Mount Sanga Individual 5,Njesi,18-Nov-16,N,5,0,0,0.362,,,,,Y,"1,3",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_gj_b_0.41,Mount Sanga Individual 5,Njesi,18-Nov-16,N,8,0,0,0.186,,,,,Y,"4,5,6,7,8",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_gj_b_0.45,Mount Sanga Individual 5,Njesi,18-Nov-16,N,6,0,0,0.136,,,,,Y,"1,2,3,4,5,6",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_gj_b_0.49,Mount Sanga Individual 5,Njesi,18-Nov-16,N,6,0,0,0.152,,,,,Y,"1,2,3,4,5,6",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_gj_b_0.53,Mount Sanga Individual 5,Njesi,18-Nov-16,N,6,0,0,0.285,,,,,Y,"1,2,3,4",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_gj_b_0.56,Mount Sanga Individual 5,Njesi,18-Nov-16,N,6,0,0,0.24,,,,,Y,"1,2,3,4,5,6",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_gj_b_1.00,Mount Sanga Individual 5,Njesi,18-Nov-16,N,5,0,0,0.117,,,,,Y,"1,2,4",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_sj_a_0.04,Mount Sanga Individual 1,Njesi,18-Nov-16,N,7,0,0,0.151,,,,,Y,"1,2,3,4,5,6,7",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_sj_a_0.12,Mount Sanga Individual 1,Njesi,18-Nov-16,N,7,0,0,0.133,,,,,Y,"1,2,3,4,5,6,7",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_sj_a_0.15,Mount Sanga Individual 1,Njesi,18-Nov-16,N,7,0,0,0.243,,,,,Y,"2,3,5,7",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_sj_a_0.24,Mount Sanga,Njesi,18-Nov-16,N,5,0,0,0.271,,,,,Y,"1,3",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_sj_a_0.27,Mount Sanga,Njesi,18-Nov-16,N,8,0,0,0.266,,,,,Y,"4,5,6,7,8",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_sj_a_0.31,Mount Sanga,Njesi,18-Nov-16,N,6,0,0,0.233,,,,,Y,"1,2,3,4,5,6",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_sj_a_0.35,Mount Sanga,Njesi,18-Nov-16,N,6,0,0,0.087,,,,,Y,"1,2,3,4,5,6",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_sj_a_0.39,Mount Sanga,Njesi,18-Nov-16,N,6,0,0,0.291,,,,,Y,"1,3,4",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_sj_a_0.42,Mount Sanga,Njesi,18-Nov-16,N,6,0,0,0.102,,,,,Y,"1,2,3,4,5,6",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_sj_b_0.00,Mount Sanga Individual 2,Njesi,18-Nov-16,N,6,0,0,0.695,,,,,Y,"1,2,3,4,5,6",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_sj_b_0.05,Mount Sanga Individual 2,Njesi,18-Nov-16,N,6,0,0,0.368,,,,,Y,"1,2,3,4,5,6",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_sj_b_0.12,Mount Sanga Individual 2,Njesi,18-Nov-16,N,6,0,0,0.319,,,,,Y,"1,2,3,4,5,6",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_sj_b_0.18,Mount Sanga,Njesi,18-Nov-16,N,5,0,0,0.128,,,,,Y,"1,2,3,4,5",N,NA,,,,,
Artisornis moreaui,artisornis.sousae_nov182016_sanga_sj_b_0.20,Mount Sanga Individual 2,Njesi,18-Nov-16,N,3,0,0,0.285,,,,,Y,"1,2,3",N,NA,,,,,SP
Artisornis moreaui,artisornis.sousae_nov182016_sanga_sj_b_0.24,Mount Sanga Individual 2,Njesi,18-Nov-16,N,5,0,0,0.307,,,,,Y,"1,2,3,4,5",N,NA,,,,,SP
